restaurant_id,restaurant_name,city,restaurant_type,cuisine_type,opening_year,avg_rating,delivery_radius_km,commission_percentage
R00871,"Setty, Buch and Johal",Chennai,Cloud Kitchen,Pizza,2024,4.1,5.6,23
R00872,"Chander, Dutta and Venkataraman",Hyderabad,Budget Restaurant,Biryani,2025,4.7,7.2,15
R00873,Rege-Toor,Chennai,Cafe,South Indian,2020,3.6,7.9,15
R00874,Vasa-Date,Bangalore,Cloud Kitchen,Biryani,2017,4.0,3.6,27
R00875,Sidhu-Shan,Chennai,Cafe,Biryani,2017,4.8,6.8,22
R00876,Palla Inc,Coimbatore,Cafe,Burger,2017,3.7,8.7,21
R00877,Gade Ltd,Chennai,Cafe,South Indian,2023,4.8,4.2,21
R00878,Saran-Khanna,Chennai,Budget Restaurant,Biryani,2025,4.2,4.5,29
R00879,Bawa-Lanka,Chennai,Cloud Kitchen,South Indian,2023,4.7,4.6,23
R00880,Jain Inc,Chennai,Premium Restaurant,Chinese,2026,3.9,5.9,22
R00881,"Iyengar, Dyal and Vaidya",Coimbatore,Fast Food Chain,Chinese,2024,3.5,4.5,30
R00882,Narang-Sahota,Bangalore,Cloud Kitchen,Biryani,2023,4.3,2.6,28
R00883,"Sura, Sandhu and Srinivasan",Chennai,Cafe,South Indian,2016,3.8,3.6,30
R00884,Iyengar Inc,Chennai,Cafe,Chinese,2022,3.6,4.0,25
R00885,"Malhotra, Gokhale and Gade",Bangalore,Cafe,Burger,2021,4.6,6.5,23
R00886,"Kurian, Bir and Parmar",Hyderabad,Budget Restaurant,Pizza,2020,3.5,5.3,21
R00887,"Bal, Raman and Muni",Coimbatore,Premium Restaurant,Biryani,2025,3.8,6.1,25
R00888,"Bansal, Batta and Talwar",Hyderabad,Premium Restaurant,Healthy Foods,2018,4.5,2.8,22
R00889,Contractor LLC,Coimbatore,Budget Restaurant,South Indian,2019,4.3,5.3,17
R00890,"Johal, Kohli and Devan",Chennai,Cafe,South Indian,2016,4.6,4.5,15
R00891,Ben-Contractor,Bangalore,Premium Restaurant,North Indian,2024,3.8,8.0,25
R00892,"Din, Mandal and Dani",Hyderabad,Cloud Kitchen,South Indian,2026,4.5,9.1,30
R00893,Bhattacharyya Inc,Chennai,Cloud Kitchen,Beverages,2026,4.7,3.0,25
R00894,Pandey-Krishna,Bangalore,Budget Restaurant,North Indian,2024,4.8,3.1,20
R00895,"Doctor, Sawhney and Goyal",Chennai,Cloud Kitchen,Pizza,2019,3.6,9.7,18
R00896,Vasa LLC,Bangalore,Premium Restaurant,Biryani,2022,3.7,5.4,17
R00897,Naik-Parmer,Bangalore,Cafe,Burger,2018,4.1,9.5,25
R00898,Nath-Nadkarni,Hyderabad,Cafe,Beverages,2016,4.9,9.0,20
R00899,Jani and Sons,Coimbatore,Fast Food Chain,North Indian,2017,4.0,3.0,20
R00900,Seth PLC,Chennai,Cafe,South Indian,2016,3.9,4.5,21
R00901,Pradhan-Chawla,Chennai,Fast Food Chain,South Indian,2024,4.2,9.0,22
R00902,Dey LLC,Hyderabad,Premium Restaurant,Biryani,2017,4.8,5.0,22
R00903,Kurian LLC,Hyderabad,Budget Restaurant,Chinese,2025,4.2,6.1,19
R00904,Banik and Sons,Hyderabad,Cafe,Biryani,2023,4.0,6.0,22
R00905,Merchant LLC,Coimbatore,Budget Restaurant,Biryani,2026,4.2,2.4,28
R00906,Modi LLC,Bangalore,Cloud Kitchen,South Indian,2020,3.7,7.0,21
R00907,"Gill, Bahri and Kunda",Chennai,Fast Food Chain,Desserts,2016,4.4,3.9,22
R00908,"Palla, Sheth and Shetty",Hyderabad,Fast Food Chain,North Indian,2016,4.2,5.8,23
R00909,Shenoy Group,Hyderabad,Cafe,North Indian,2018,4.4,6.8,19
R00910,"Swamy, Sahni and Saxena",Hyderabad,Cloud Kitchen,South Indian,2017,4.2,3.5,19
R00911,Koshy-Muni,Bangalore,Cloud Kitchen,South Indian,2024,4.7,9.5,27
R00912,Konda LLC,Chennai,Premium Restaurant,Chinese,2021,4.0,6.5,15
R00913,Sundaram Group,Bangalore,Budget Restaurant,Biryani,2025,3.8,4.0,15
R00914,Varty PLC,Chennai,Budget Restaurant,Biryani,2026,4.7,9.3,19
R00915,Barman-Kohli,Bangalore,Budget Restaurant,North Indian,2022,3.7,7.3,29
R00916,Sahota-Toor,Chennai,Budget Restaurant,South Indian,2024,3.7,5.1,25
R00917,Hari Group,Bangalore,Fast Food Chain,North Indian,2020,3.6,10.0,22
R00918,Rau Ltd,Chennai,Cafe,North Indian,2022,4.5,2.9,20
R00919,Kohli Inc,Vijayawada,Cafe,Healthy Foods,2018,3.5,8.6,20
R00920,Pai Ltd,Chennai,Cafe,Burger,2026,4.6,7.1,15
R00921,"Mody, Chad and Mallick",Hyderabad,Budget Restaurant,North Indian,2019,4.3,4.4,17
R00922,Iyengar-Nagi,Chennai,Budget Restaurant,Biryani,2016,4.3,4.3,27
R00923,Narasimhan Inc,Hyderabad,Budget Restaurant,Biryani,2023,3.6,3.9,23
R00924,"Kara, Srinivasan and Ghose",Chennai,Cloud Kitchen,South Indian,2019,5.0,6.6,30
R00925,"Dubey, Walla and Dar",Hyderabad,Budget Restaurant,Biryani,2016,4.6,7.9,30
R00926,Sane Inc,Bangalore,Cloud Kitchen,Chinese,2024,4.1,8.1,21
R00927,Buch-Goel,Bangalore,Fast Food Chain,North Indian,2023,3.6,8.6,28
R00928,Goel LLC,Bangalore,Premium Restaurant,North Indian,2025,3.6,4.2,22
R00929,Goswami Inc,Bangalore,Premium Restaurant,Pizza,2024,3.9,8.0,20
R00930,"Sunder, Vohra and Vig",Coimbatore,Budget Restaurant,Biryani,2016,3.9,6.2,23
R00931,Korpal Ltd,Bangalore,Premium Restaurant,Desserts,2018,4.1,8.7,21
R00932,Chaudhry Inc,Hyderabad,Premium Restaurant,North Indian,2022,4.0,3.6,17
R00933,Varghese LLC,Hyderabad,Cloud Kitchen,South Indian,2020,4.2,3.5,30
R00934,Behl Ltd,Coimbatore,Premium Restaurant,North Indian,2018,4.3,7.4,15
R00935,Baria-Rege,Bangalore,Premium Restaurant,North Indian,2021,4.1,9.7,21
R00936,Rajan Group,Bangalore,Fast Food Chain,Biryani,2017,3.8,4.0,23
R00937,Subramaniam Group,Hyderabad,Premium Restaurant,Healthy Foods,2026,3.6,6.5,20
R00938,"Sarma, Apte and Padmanabhan",Chennai,Premium Restaurant,Biryani,2019,4.0,2.2,18
R00939,Basak Ltd,Bangalore,Budget Restaurant,South Indian,2020,3.7,6.2,27
R00940,Kade Group,Hyderabad,Premium Restaurant,Beverages,2025,4.3,7.6,24
R00941,Krish PLC,Vijayawada,Budget Restaurant,Pizza,2025,3.5,5.6,23
R00942,"Sathe, Ganesh and Dutt",Bangalore,Premium Restaurant,Burger,2018,4.7,6.3,28
R00943,Soman-Lad,Hyderabad,Cafe,South Indian,2024,4.5,7.1,24
R00944,"Chana, Nanda and Kashyap",Vijayawada,Cloud Kitchen,Healthy Foods,2019,3.9,8.7,27
R00945,"Patla, Bandi and Chakrabarti",Chennai,Fast Food Chain,South Indian,2019,4.1,3.7,28
R00946,"Sandal, Banerjee and Rattan",Hyderabad,Fast Food Chain,Burger,2020,4.7,5.3,22
R00947,"Ratti, Ghose and Sen",Coimbatore,Premium Restaurant,Biryani,2021,4.3,7.9,19
R00948,"Sengupta, Merchant and Sami",Hyderabad,Fast Food Chain,South Indian,2024,4.1,8.0,26
R00949,Dara-Nagar,Bangalore,Fast Food Chain,Healthy Foods,2024,4.1,2.3,28
R00950,Desai-Banik,Coimbatore,Budget Restaurant,South Indian,2024,3.6,8.1,27
R00951,"Ratta, Samra and Kale",Hyderabad,Premium Restaurant,Burger,2019,4.7,7.8,29
R00952,Hayer Group,Chennai,Fast Food Chain,South Indian,2025,4.9,3.9,22
R00953,Chauhan Inc,Hyderabad,Cloud Kitchen,Pizza,2025,4.4,2.3,27
R00954,Dhaliwal Group,Vijayawada,Fast Food Chain,Beverages,2020,4.4,7.1,26
R00955,Jaggi Inc,Vijayawada,Cloud Kitchen,Burger,2016,4.4,5.9,22
R00956,Kashyap-Jain,Chennai,Premium Restaurant,Healthy Foods,2020,3.8,5.2,23
R00957,"Malhotra, Patla and Suresh",Chennai,Premium Restaurant,Pizza,2017,4.9,7.2,27
R00958,Joshi-Comar,Vijayawada,Cloud Kitchen,North Indian,2023,3.9,4.7,25
R00959,Behl-Cherian,Bangalore,Cafe,Biryani,2020,3.7,3.0,27
R00960,Patel and Sons,Bangalore,Cloud Kitchen,North Indian,2018,3.9,9.0,26
R00961,Madan Ltd,Bangalore,Fast Food Chain,Biryani,2018,4.4,10.0,15
R00962,Sami-Jha,Hyderabad,Cafe,Desserts,2025,3.7,3.7,25
R00963,Kota-Mohanty,Chennai,Premium Restaurant,North Indian,2024,3.8,8.2,18
R00964,Garg and Sons,Chennai,Budget Restaurant,Biryani,2025,4.0,2.7,18
R00965,"Guha, Contractor and Mishra",Bangalore,Budget Restaurant,North Indian,2020,4.6,4.1,30
R00966,Din-Setty,Bangalore,Cafe,South Indian,2022,4.1,7.6,18
R00967,Thakur Inc,Hyderabad,Cafe,South Indian,2024,4.2,6.9,25
R00968,Suri-Bir,Chennai,Fast Food Chain,Biryani,2023,3.9,8.7,27
R00969,Peri Group,Bangalore,Cafe,North Indian,2019,4.8,3.8,20
R00970,Edwin Group,Chennai,Fast Food Chain,South Indian,2026,4.4,8.6,19
R00971,Bhardwaj PLC,Chennai,Cafe,North Indian,2016,3.7,8.7,20
R00972,Chana-Bath,Vijayawada,Fast Food Chain,North Indian,2018,4.1,5.1,15
R00973,Sarma LLC,Hyderabad,Budget Restaurant,Biryani,2017,3.6,6.3,17
R00974,"Kapoor, Sule and Raj",Coimbatore,Fast Food Chain,South Indian,2023,3.8,8.9,18
R00975,Karpe-Chandran,Vijayawada,Fast Food Chain,Desserts,2022,4.3,9.2,20
R00976,Brahmbhatt-Rajan,Chennai,Budget Restaurant,Biryani,2016,4.0,2.2,20
R00977,"Swaminathan, Natarajan and Choudhury",Bangalore,Fast Food Chain,South Indian,2016,4.4,9.2,23
R00978,Dasgupta and Sons,Bangalore,Budget Restaurant,Burger,2016,3.8,2.0,30
R00979,"Shan, Dua and Iyer",Vijayawada,Cloud Kitchen,Chinese,2025,4.4,2.7,29
R00980,"Chadha, Chander and Kunda",Bangalore,Premium Restaurant,Biryani,2020,4.6,8.1,24
R00981,Bose Inc,Chennai,Cloud Kitchen,Burger,2019,4.4,9.4,16
R00982,"Wali, Kata and Ahuja",Hyderabad,Cafe,Burger,2016,3.9,2.8,28
R00983,Naik Group,Vijayawada,Budget Restaurant,Healthy Foods,2025,3.8,2.1,19
R00984,Iyengar and Sons,Vijayawada,Budget Restaurant,North Indian,2016,3.7,6.0,24
R00985,Zachariah PLC,Vijayawada,Budget Restaurant,South Indian,2025,4.5,2.7,30
R00986,Andra Inc,Bangalore,Fast Food Chain,Burger,2017,4.5,9.7,22
R00987,Tata-Nagar,Coimbatore,Premium Restaurant,Chinese,2022,3.5,8.6,24
R00988,Kalita-Karpe,Hyderabad,Cafe,Biryani,2026,3.5,3.3,25
R00989,"Sangha, Trivedi and Pant",Bangalore,Cafe,Pizza,2023,3.8,3.2,28
R00990,Garg Inc,Chennai,Fast Food Chain,North Indian,2019,4.8,7.1,21
R00991,Patel and Sons,Bangalore,Cafe,North Indian,2018,3.9,10.0,23
R00992,"Divan, Bobal and Mutti",Hyderabad,Fast Food Chain,Pizza,2022,4.6,5.4,27
R00993,Walla-Bakshi,Chennai,Premium Restaurant,North Indian,2019,3.9,3.5,30
R00994,Kothari Group,Coimbatore,Cafe,South Indian,2022,3.5,4.0,28
R00995,"Devi, Jayaraman and Palan",Hyderabad,Cloud Kitchen,Beverages,2018,4.0,9.5,26
R00996,"Narain, Mandal and Taneja",Hyderabad,Budget Restaurant,Biryani,2021,3.9,9.3,22
R00997,Varma-Chada,Vijayawada,Premium Restaurant,North Indian,2022,3.6,7.1,19
R00998,"Gole, Raj and Majumdar",Chennai,Budget Restaurant,Chinese,2020,4.5,4.6,15
R00999,"Rattan, Mani and Contractor",Chennai,Cloud Kitchen,Chinese,2016,3.9,9.2,21
R01000,"Shukla, Mallick and Suri",Chennai,Cloud Kitchen,Biryani,2018,5.0,8.0,17
R01001,Ben-Sibal,Bangalore,Premium Restaurant,Biryani,2018,4.2,4.2,23
R01002,Merchant-Borah,Chennai,Budget Restaurant,Pizza,2023,4.5,3.2,17
R01003,Arya-Swamy,Vijayawada,Fast Food Chain,South Indian,2016,4.6,9.5,22
R01004,Om Group,Chennai,Cloud Kitchen,South Indian,2016,3.9,7.2,22
R01005,Natarajan Inc,Chennai,Premium Restaurant,Beverages,2025,3.8,7.6,18
R01006,Muni-Chandran,Bangalore,Cafe,Burger,2025,3.9,6.0,30
R01007,Choudhury and Sons,Vijayawada,Fast Food Chain,South Indian,2016,4.1,3.4,29
R01008,Sathe Inc,Hyderabad,Budget Restaurant,North Indian,2020,3.9,5.4,29
R01009,Garg-Sagar,Chennai,Budget Restaurant,Biryani,2026,4.3,5.7,25
R01010,Nagarajan Inc,Chennai,Premium Restaurant,North Indian,2023,3.8,6.3,29
R01011,Sundaram Inc,Coimbatore,Budget Restaurant,South Indian,2024,3.7,7.4,17
R01012,Bhakta LLC,Coimbatore,Cafe,North Indian,2020,4.3,9.8,26
R01013,"Dutt, Som and Murty",Chennai,Fast Food Chain,Biryani,2022,4.2,8.5,26
R01014,Chakrabarti-Taneja,Bangalore,Budget Restaurant,Healthy Foods,2024,4.6,8.4,16
R01015,Dhillon Ltd,Hyderabad,Cloud Kitchen,North Indian,2024,4.8,6.6,20
R01016,"Mohan, Reddy and Devan",Hyderabad,Cafe,Burger,2019,3.7,4.4,24
R01017,Sibal Inc,Chennai,Cloud Kitchen,Biryani,2023,4.3,6.3,15
R01018,"Bhatti, Khare and Kashyap",Hyderabad,Cafe,North Indian,2016,4.2,7.1,15
R01019,"Sahni, Bhatt and Badami",Hyderabad,Fast Food Chain,Biryani,2024,4.8,8.9,28
R01020,Gole-Rajan,Bangalore,Budget Restaurant,Biryani,2020,4.3,4.2,22
R01021,Nadig LLC,Chennai,Premium Restaurant,Burger,2016,3.9,3.4,26
R01022,Varughese-Rastogi,Hyderabad,Cafe,North Indian,2026,4.3,5.2,22
R01023,Prabhu PLC,Bangalore,Premium Restaurant,Biryani,2026,3.8,2.3,28
R01024,"Madan, Dhawan and Sachdeva",Chennai,Budget Restaurant,Pizza,2017,4.8,3.1,21
R01025,Nadig-Dugar,Chennai,Budget Restaurant,Burger,2025,4.6,9.2,20
R01026,Kant-Ahuja,Chennai,Premium Restaurant,Pizza,2022,4.9,2.6,21
R01027,"Dhaliwal, Edwin and Choudhary",Bangalore,Cafe,Biryani,2016,3.7,8.2,24
R01028,Seshadri-Dubey,Chennai,Cafe,North Indian,2024,4.1,7.0,16
R01029,Manda PLC,Hyderabad,Budget Restaurant,South Indian,2016,4.6,9.4,29
R01030,Wadhwa Inc,Chennai,Cloud Kitchen,Desserts,2020,3.6,4.1,30
R01031,Kibe Inc,Hyderabad,Fast Food Chain,South Indian,2020,4.0,6.1,22
R01032,Badami LLC,Bangalore,Fast Food Chain,North Indian,2018,4.1,8.9,19
R01033,Jani-Varty,Chennai,Cloud Kitchen,Beverages,2019,4.1,2.6,17
R01034,Wali Inc,Bangalore,Premium Restaurant,Biryani,2021,4.4,2.3,26
R01035,Memon Group,Chennai,Cloud Kitchen,Chinese,2026,4.3,8.5,29
R01036,Wason-Patla,Coimbatore,Budget Restaurant,Biryani,2019,4.7,8.6,21
R01037,Deol-Seth,Vijayawada,Fast Food Chain,Healthy Foods,2025,4.5,5.9,18
R01038,"Kamdar, Ganguly and Srinivas",Chennai,Cafe,North Indian,2022,4.6,9.0,22
R01039,"Das, Raman and Kari",Hyderabad,Fast Food Chain,South Indian,2017,3.8,8.1,25
R01040,"Loke, Raj and Kalita",Bangalore,Premium Restaurant,Burger,2021,3.6,8.9,29
R01041,"Shroff, D’Alia and Krishnamurthy",Chennai,Cafe,South Indian,2026,3.5,3.0,16
R01042,"Kalita, Singhal and Nath",Bangalore,Budget Restaurant,South Indian,2025,4.3,7.6,27
R01043,Chaudhary and Sons,Chennai,Budget Restaurant,Burger,2025,4.8,7.6,23
R01044,Jain-Mitra,Vijayawada,Cloud Kitchen,South Indian,2021,3.9,2.6,17
R01045,Gill Group,Chennai,Fast Food Chain,Beverages,2020,4.3,6.5,17
R01046,"Ratti, Viswanathan and Sekhon",Chennai,Budget Restaurant,North Indian,2023,4.6,5.0,15
R01047,"De, Kadakia and Brahmbhatt",Bangalore,Premium Restaurant,Chinese,2026,4.8,5.1,19
R01048,"Swamy, Wadhwa and Mishra",Vijayawada,Budget Restaurant,South Indian,2025,4.0,3.0,15
R01049,"Mahal, Ahluwalia and Dhar",Coimbatore,Cafe,South Indian,2019,4.1,2.2,19
R01050,Mitra Inc,Chennai,Fast Food Chain,Biryani,2022,4.0,4.4,26
R01051,Kala-Zachariah,Bangalore,Premium Restaurant,Pizza,2017,4.0,4.7,20
R01052,Kothari-Das,Bangalore,Budget Restaurant,Chinese,2021,4.6,4.0,30
R01053,Jayaraman-Tiwari,Vijayawada,Premium Restaurant,Biryani,2022,3.5,4.2,28
R01054,Garde-Sarkar,Chennai,Cafe,Pizza,2025,3.7,4.7,22
R01055,Oommen Group,Chennai,Cloud Kitchen,South Indian,2019,4.5,7.0,16
R01056,"Merchant, Sathe and Lata",Bangalore,Premium Restaurant,Burger,2021,4.6,4.5,22
R01057,"Tella, Oza and Rai",Vijayawada,Fast Food Chain,Burger,2026,4.0,5.8,21
R01058,Narayan-Chand,Bangalore,Fast Food Chain,Burger,2019,3.9,9.1,23
R01059,"Behl, Kota and Pai",Hyderabad,Premium Restaurant,South Indian,2017,4.7,2.2,15
R01060,Gade-Desai,Bangalore,Fast Food Chain,Burger,2019,3.5,3.4,30
R01061,Dutt LLC,Bangalore,Premium Restaurant,Burger,2021,3.5,2.8,23
R01062,"Dewan, Oommen and Lall",Chennai,Fast Food Chain,Chinese,2025,4.8,4.9,23
R01063,Borde-Sarraf,Bangalore,Fast Food Chain,Beverages,2021,4.0,7.9,17
R01064,Naidu-Gole,Chennai,Cafe,North Indian,2019,3.9,6.2,18
R01065,"Ahuja, Garde and Sama",Bangalore,Budget Restaurant,South Indian,2025,4.2,3.9,21
R01066,Barad and Sons,Chennai,Fast Food Chain,Healthy Foods,2017,4.7,9.4,16
R01067,"Chaudhuri, Bansal and Kapadia",Chennai,Fast Food Chain,North Indian,2023,4.8,4.1,30
R01068,Sidhu-Gopal,Chennai,Cloud Kitchen,South Indian,2024,4.3,9.9,29
R01069,Chatterjee Group,Hyderabad,Fast Food Chain,North Indian,2020,4.1,9.1,17
R01070,Rege-Biswas,Hyderabad,Premium Restaurant,Burger,2016,4.4,3.1,18
R01071,Venkatesh-Manda,Chennai,Cloud Kitchen,Pizza,2022,4.7,6.8,30
R01072,Natarajan-Dhingra,Chennai,Budget Restaurant,South Indian,2026,4.7,8.2,22
R01073,"Rege, Bahri and Raja",Hyderabad,Cafe,Pizza,2019,4.6,4.8,27
R01074,"Kumer, Bir and Bedi",Chennai,Fast Food Chain,Biryani,2026,4.4,7.2,18
R01075,"Baria, Thakkar and Pillai",Vijayawada,Cloud Kitchen,Burger,2025,3.9,4.8,16
R01076,Sarkar and Sons,Bangalore,Cafe,Healthy Foods,2020,4.0,7.8,28
R01077,"Bhasin, Dash and Warrior",Bangalore,Cloud Kitchen,Burger,2016,4.3,8.4,16
R01078,"Upadhyay, Kakar and Batra",Bangalore,Fast Food Chain,Biryani,2024,4.9,5.0,22
R01079,Dugar-Bajwa,Hyderabad,Cloud Kitchen,Healthy Foods,2017,3.9,9.8,27
R01080,"Rana, Randhawa and Choudhury",Hyderabad,Fast Food Chain,Pizza,2017,3.6,6.4,22
R01081,"Yadav, Pandya and Kade",Chennai,Budget Restaurant,South Indian,2017,4.7,9.0,27
R01082,Ghose Ltd,Chennai,Cafe,Biryani,2025,4.0,8.5,20
R01083,Lad-Mutti,Chennai,Budget Restaurant,Pizza,2025,3.6,2.5,20
R01084,Bassi-Sekhon,Coimbatore,Fast Food Chain,South Indian,2016,4.7,4.8,17
R01085,Dhillon PLC,Bangalore,Fast Food Chain,North Indian,2019,4.4,2.2,20
R01086,Bhagat-Rajan,Bangalore,Budget Restaurant,Pizza,2025,4.5,5.7,16
R01087,Kothari Group,Vijayawada,Budget Restaurant,North Indian,2022,4.0,9.2,15
R01088,Lad-Pai,Vijayawada,Cloud Kitchen,South Indian,2021,4.2,4.2,25
R01089,Mittal-Rout,Coimbatore,Cafe,South Indian,2025,4.6,9.8,26
R01090,Banik-Walla,Hyderabad,Fast Food Chain,South Indian,2016,4.7,3.4,18
R01091,Dada-Soman,Chennai,Budget Restaurant,Pizza,2020,4.3,6.2,30
R01092,Rattan-Master,Hyderabad,Fast Food Chain,Chinese,2018,5.0,9.9,23
R01093,"Walla, Khanna and Thaker",Vijayawada,Cloud Kitchen,Biryani,2021,4.7,6.7,17
R01094,Nazareth PLC,Chennai,Cafe,South Indian,2017,4.7,9.6,17
R01095,Chawla-Buch,Hyderabad,Budget Restaurant,South Indian,2025,3.7,6.2,25
R01096,Narayanan Group,Hyderabad,Budget Restaurant,South Indian,2023,4.4,8.4,16
R01097,Dhar and Sons,Hyderabad,Cafe,South Indian,2021,4.8,2.9,23
R01098,Sidhu-Mistry,Chennai,Budget Restaurant,Beverages,2026,4.9,5.8,18
R01099,Ratta-Badal,Bangalore,Cloud Kitchen,Chinese,2018,4.7,5.4,16
R01100,Koshy Inc,Chennai,Budget Restaurant,Biryani,2019,4.6,6.9,23
R01101,Luthra PLC,Hyderabad,Premium Restaurant,Pizza,2023,4.5,7.1,21
R01102,Bajwa Inc,Chennai,Cafe,Chinese,2016,3.6,9.1,16
R01103,Khurana LLC,Chennai,Cafe,South Indian,2025,3.7,9.0,29
R01104,"Bala, Sahota and Hora",Coimbatore,Cafe,North Indian,2023,3.6,7.1,18
R01105,Virk Inc,Bangalore,Fast Food Chain,South Indian,2024,4.8,4.1,20
R01106,Nagy Ltd,Bangalore,Premium Restaurant,Burger,2026,4.5,2.6,25
R01107,Savant Ltd,Coimbatore,Fast Food Chain,Biryani,2022,3.8,7.9,24
R01108,De-Varma,Coimbatore,Fast Food Chain,North Indian,2023,4.3,5.9,19
R01109,"Sathe, Karnik and Balakrishnan",Chennai,Premium Restaurant,North Indian,2016,4.5,2.8,23
R01110,"Doctor, Bedi and Merchant",Coimbatore,Fast Food Chain,South Indian,2016,4.2,4.8,18
R01111,"Ramaswamy, Ganesan and Bakshi",Bangalore,Cloud Kitchen,South Indian,2016,4.1,8.9,23
R01112,"Saxena, Sehgal and Pillai",Bangalore,Fast Food Chain,Pizza,2021,3.8,2.7,20
R01113,"Sathe, Mallick and Bera",Bangalore,Cloud Kitchen,South Indian,2018,4.3,6.4,25
R01114,Dutta-Sagar,Vijayawada,Fast Food Chain,Biryani,2016,3.7,7.4,19
R01115,"Kashyap, Sibal and Ramesh",Coimbatore,Cloud Kitchen,South Indian,2024,4.6,9.8,17
R01116,"Andra, Iyengar and Dada",Chennai,Budget Restaurant,Biryani,2024,3.8,9.7,27
R01117,Dara-Dara,Coimbatore,Premium Restaurant,Biryani,2017,4.9,6.3,18
R01118,Gulati LLC,Chennai,Cafe,North Indian,2019,4.8,3.7,30
R01119,Kar-Trivedi,Chennai,Fast Food Chain,Beverages,2024,3.9,4.1,25
R01120,"Thaman, Jhaveri and Bansal",Chennai,Cafe,South Indian,2024,5.0,2.6,22
R01121,Sampath Inc,Chennai,Fast Food Chain,South Indian,2016,3.5,9.6,29
R01122,Subramanian Ltd,Hyderabad,Cloud Kitchen,Chinese,2022,4.1,7.4,15
R01123,Dhar-Sekhon,Bangalore,Premium Restaurant,Biryani,2023,3.9,7.4,22
R01124,"Ben, Sathe and Lall",Bangalore,Premium Restaurant,North Indian,2020,4.4,3.6,28
R01125,Kothari-Cheema,Coimbatore,Premium Restaurant,North Indian,2018,4.8,8.6,30
R01126,Kulkarni-Bala,Bangalore,Cloud Kitchen,Burger,2021,4.9,3.9,25
R01127,Barman-Thakur,Bangalore,Premium Restaurant,North Indian,2019,3.9,4.7,17
R01128,Vasa Group,Coimbatore,Fast Food Chain,Pizza,2017,3.8,10.0,24
R01129,"Bora, Toor and Narain",Hyderabad,Cafe,Burger,2018,4.3,7.1,16
R01130,Parekh Ltd,Chennai,Cloud Kitchen,North Indian,2019,4.0,4.6,23
R01131,Goda-Bawa,Hyderabad,Cloud Kitchen,South Indian,2021,4.5,8.4,26
R01132,"Shenoy, Pillai and Saha",Vijayawada,Premium Restaurant,South Indian,2025,4.6,6.2,28
R01133,Sha-Sodhi,Bangalore,Budget Restaurant,Chinese,2021,4.8,7.4,17
R01134,"Gill, Dhar and Kota",Bangalore,Fast Food Chain,Biryani,2022,4.7,5.7,29
R01135,Kothari-Parsa,Coimbatore,Budget Restaurant,South Indian,2019,4.9,2.1,19
R01136,"Shroff, Naidu and Mani",Hyderabad,Premium Restaurant,Pizza,2019,4.4,7.3,17
R01137,"Krish, Patla and Patel",Bangalore,Cloud Kitchen,Biryani,2021,4.6,2.4,27
R01138,Varty and Sons,Hyderabad,Cafe,Healthy Foods,2017,3.8,9.7,22
R01139,"Chowdhury, Loke and Palla",Bangalore,Fast Food Chain,Biryani,2021,4.0,3.3,17
R01140,"Kalla, Raju and Bhatnagar",Chennai,Cafe,Beverages,2020,4.0,6.3,22
R01141,"Kunda, Dixit and Kumar",Vijayawada,Cafe,Biryani,2026,4.6,6.5,16
R01142,Choudhary-Sodhi,Bangalore,Premium Restaurant,Pizza,2024,4.1,8.8,23
R01143,Datta-Basu,Coimbatore,Premium Restaurant,South Indian,2021,3.7,6.8,29
R01144,Nagar-Loke,Hyderabad,Premium Restaurant,Chinese,2023,3.9,6.7,22
R01145,Lad Group,Bangalore,Budget Restaurant,Burger,2018,3.6,4.4,25
R01146,Batta-Shetty,Chennai,Cafe,South Indian,2017,4.5,7.8,17
R01147,Ben-Bhargava,Hyderabad,Cloud Kitchen,Burger,2024,4.6,6.5,27
R01148,"Bhatnagar, Ram and Bawa",Bangalore,Cloud Kitchen,North Indian,2021,4.7,7.2,15
R01149,"Yogi, Char and Raghavan",Bangalore,Cloud Kitchen,Biryani,2020,3.7,6.0,26
R01150,Parsa-Cheema,Bangalore,Cloud Kitchen,Pizza,2016,3.8,6.1,15
R01151,Dash-Bhatti,Bangalore,Budget Restaurant,South Indian,2021,4.4,8.9,26
R01152,Madan-Pandya,Coimbatore,Premium Restaurant,Biryani,2022,4.0,8.4,29
R01153,Randhawa-Chada,Chennai,Premium Restaurant,Biryani,2021,4.2,6.5,24
R01154,"Mammen, Krishna and Balakrishnan",Coimbatore,Fast Food Chain,Biryani,2020,4.3,9.6,22
R01155,Bhandari Group,Bangalore,Budget Restaurant,South Indian,2026,4.7,2.4,24
R01156,Dyal Inc,Hyderabad,Budget Restaurant,South Indian,2016,4.9,8.6,30
R01157,"Kala, Divan and Rege",Hyderabad,Cafe,North Indian,2021,4.0,4.8,29
R01158,Toor Ltd,Coimbatore,Budget Restaurant,South Indian,2016,4.5,7.9,20
R01159,"Salvi, Chandran and Varty",Hyderabad,Budget Restaurant,Pizza,2016,4.8,8.8,20
R01160,Balay-Bala,Bangalore,Premium Restaurant,Burger,2023,3.9,7.5,19
R01161,Kata-Naidu,Coimbatore,Fast Food Chain,Biryani,2026,3.9,2.2,21
R01162,"Prabhu, Iyengar and Bose",Hyderabad,Fast Food Chain,Biryani,2023,4.7,9.9,29
R01163,Karnik-Kaur,Hyderabad,Fast Food Chain,Desserts,2023,4.0,5.7,18
